gene,BM_1,BM_2,BM_3,Blood_1,Blood_2,Blood_3,Blood_4,SP_1,SP_2,SP_3,SP_4,Lung_1,Lung_2,Lung_3,Skin_1,Skin_2,Skin_4,Colon_1,Colon_2,Colon_4,SI_1,SI_2,SI_3,SI_4
Lasp1,141.46,138,112.98,195.74,179.59,193.22,163.48,100.82,204.74,180.52,168.57,99.4,116.72,90.28,158.66,186.56,361.34,112.36,116.02,112.98,104.31,132.42,108.41,111.41
Lat2,11.6,13.25,11.6,26.05,58.45,28.91,50.52,14.29,32.68,54.01,37.39,16.14,19.82,5.43,44.98,61.74,79.04,24.1,56.55,34.96,25.04,19.12,30.11,38
Lats1,4.04,3,3.1,3.43,4.55,5,4.49,7.37,2.75,6.37,5.12,5.46,5.31,10.33,6.43,7.47,3.95,5.83,5.28,4.63,7.03,6.34,8.28,4.28
Lats2,6.3,5.51,7.31,8.13,10.55,6.07,9.47,7.41,8.09,15.18,8.04,11.59,9.16,8.65,9.03,6.43,8.92,9.63,9.01,11.25,11,7.7,10.96,10.63
Lbh,13.42,16.49,18.17,22.2,23.13,29.85,28.42,28.89,37.37,20.42,29.43,8.02,6.86,6.22,8.68,6.73,16.45,17.12,24.67,16.36,18,15.36,21.3,28.93
Lbhd1,3.92,3.77,4.09,3.08,5.6,0.15,8.53,27.4,3.24,10.85,25.73,2.53,0,0,2.83,1.98,0.32,17.44,0.76,0.28,10,0.73,0.56,2.77
Lbp,47.12,44.45,43.98,0.91,1.34,0.17,1.73,7.11,7.66,5.17,2.64,2.74,1.54,4.43,0.86,0.57,0.53,0,0,0,0.19,0,0,0.54
Lbr,184.29,195.15,166.12,166.89,238.84,219.44,150.67,172.5,215.34,193.61,222.02,173,115.42,93.28,134.97,110.45,153.18,166.19,160.65,173.24,88.02,64.8,103.04,108.62
Lclat1,2.95,3.61,2.18,0.55,0.93,0.09,1.37,0.18,0,4.68,0,0,0.76,0,2.31,2.43,1.49,2.05,1.88,1.34,3.25,3.81,5.42,2.06
Lcmt1,37.1,38.52,42.84,16.05,18.78,18.15,31.65,18.12,41.01,15.48,19.14,9.98,2.67,13.8,5.68,9.79,2.82,16.16,28.44,11.2,25.37,16.5,19.86,26.45
Lcmt2,2.23,2.66,7.86,2.71,2.14,0.63,1.29,3.16,1.2,0.44,4.86,0,0,2.37,2.62,2.31,1.12,2.89,1.51,0.61,4.48,1.31,8.31,0.96
Lcn2,418.66,657.66,398.22,0,0,0,0,0,0.78,0,324.66,0,0,1,0,0,0,0,0,0,1.58,0,0,0
Lcor,7.82,8.34,7.83,13.97,11.2,9.87,11.63,9.78,16.19,14.96,14.32,12.76,10.75,10.73,19.33,19.92,27.91,14.93,14.67,13.84,13.68,14.56,17.95,12.59
Lcorl,4.43,5.14,8.08,1.5,2.55,9.42,3.83,2.49,3.23,8.61,6.63,2.79,3.01,3.54,5.35,2.59,3.66,12.39,5.06,8.46,4.76,2.37,6.38,1.88
Lcp1,353.41,355.15,356.8,413.12,428.52,400.81,419.52,395.22,467.88,491.92,453.32,414.69,351.08,425.92,1307.75,1402.52,914.66,922.54,841.06,923.11,1306.71,1482.41,1298.44,1436.51
Lcp2,72.17,79.27,67.32,207.63,204.47,160.22,187.69,157.99,224.69,235.74,182.13,69.88,86.76,54.4,180.31,226.76,153.02,198.72,203.75,205.14,134.91,110,167.79,134.55
Ldah,21.11,28.71,33.11,28.09,26.26,39.81,32.9,39.78,44.84,24.24,49.63,14.58,23.04,12.13,35.33,26.07,29.75,33.98,43.05,31.64,50.16,33.03,36.69,42.51
Ldb1,11.11,11.18,12.15,22.63,16.69,17.19,16.2,18.57,24.1,20.35,19.29,3.64,10.63,9.78,9.68,1.98,10.68,8.11,6.69,6.71,8.46,7.92,7.96,4.81
Ldha,651.05,643.26,635.23,919.85,931.26,860.11,732.73,719.59,937.09,902.2,733.1,785.19,702.31,616.55,903.08,849.31,820.56,1696.32,1580.13,1431.02,1600.34,1543.82,1382.91,1586.26
Ldhb,36.36,28.65,39.48,1.24,0,0,0,0,0,0,1.11,10.79,0,0,6.53,4.92,0,0,0,0,0,0,0,0
Ldhc,196.19,153.92,146.14,94.66,67.29,89.74,65.05,159.03,59.98,58.09,62.42,37.93,40.04,81.92,24.24,11.35,36.29,235.4,321.56,170.17,534.05,515.96,374.75,504.6
Ldlr,24.41,21.15,13.86,20.52,18.08,12.4,16.88,12.76,9.03,19.61,15.21,257.15,266.32,240.47,128.7,116.43,183.18,65.6,51.76,76.79,107.27,69.14,115.36,141.63
Ldlrad3,3.49,3.44,3.61,0.12,0.89,0,0,0,0,0,2.51,0,1.41,0,1.68,0,0,0,0,0.1,0,0.27,0,0
Ldlrad4,2.06,1.36,2.43,4.15,4.12,2.03,1.93,1.47,2.68,11.88,1.77,3.12,4.14,7.85,3.72,1.29,1.4,6.56,0.42,5.18,1.83,5,5.33,2.92
Ldlrap1,33.98,29.16,30.38,26.23,36.52,43.98,39.68,15.48,45.1,56.12,46.01,22.86,16.19,8.46,49.48,79.28,54.5,38.26,23.44,32.28,12.82,15.7,22.43,12.96
Lekr1,1.35,0.7,2.6,0,0,0.79,0,0,0.39,0.84,0,0,0.8,1.51,0,0,3.58,1.24,0.67,0.47,10.23,1.86,5.84,3.68
Lemd2,8.89,15.31,14.27,31.55,25.21,24.31,31.04,30.91,35.01,22.95,20.27,21.82,36.5,50.35,22.73,20.13,20.48,31.87,21.39,29.53,20.79,8.85,23.06,9.82
Lemd3,3.46,3.94,4.68,6.46,5.88,8.67,6.41,4.11,4.74,6.87,13.5,1.03,6.95,6.26,3.78,6.4,9.09,3.63,3.33,2.29,2.04,3.09,1.91,0.81
Leng1,7.08,9.29,11.92,3.56,5.88,8.83,10.42,7.4,18.93,10.66,7.8,6.37,9.42,3.77,23.53,22.81,28.82,14.35,9.42,9.87,15.89,12.76,13.01,13.88
Leng8,8.67,13.83,19.5,27.21,34.67,30.46,29.41,14.97,26.2,43.95,33.35,21.36,32.54,21,23.43,45.25,22.12,50.64,35.75,30.02,29.1,28.63,36.31,40.49
Leng9,2.92,3.05,1.75,4.86,4.95,4.2,1.12,2.44,1.05,0.62,4.1,2.76,0.64,0.72,3.09,2.59,4.67,1.21,1.85,2.52,2.34,0.9,3.96,0.78
Leo1,7.38,12.64,12.19,4.28,5.26,5.72,6.19,6.33,4.24,7.08,6.86,9.05,5.74,3.04,11.03,16.88,14.81,4.9,3.96,6.01,10.53,6.2,9.86,10.59
Leprot,22.06,33.25,21.62,44.72,35.33,28.95,69.35,33.81,49.22,70.49,51.27,38.67,21.11,20.65,53.81,28.82,41.95,49.72,36.94,70.55,30.74,22.94,51.76,55.85
Leprotl1,24.32,28.91,29.98,33.63,43.35,31.26,40.37,30.9,34.57,49.7,51.25,12.27,14.51,24.21,43.16,41.16,44.24,23.48,27.92,36.55,30.84,41.15,35.34,48.32
Letm1,7.22,12.1,11.83,8.16,6.74,11.25,2.04,2.67,8.19,10.83,16.46,2.84,0.47,2.49,14.49,42.44,26.06,11.17,22.25,14.59,26.13,21.24,13.38,33.98
Letm2,3.49,1.99,4.25,8.8,14.28,11.89,9.09,9.07,16.15,6.12,3.58,3.45,3.37,9.09,5.51,11.92,19.49,5.33,10.77,9.25,5.81,0.86,1.8,6.29
Letmd1,9.78,11.09,12.86,8.59,11.7,19.99,7.05,13.76,13.08,3.86,1.98,9.66,0,4.41,3,3.23,6.65,9.86,9,28.09,9.81,16.85,15.46,19.6
Lfng,8.71,10.46,13.86,46.26,47.91,46.11,37.43,11.88,36.8,57.37,33.74,32.01,55.31,52.79,48.73,28.71,136.07,16.26,18.55,29.59,1.07,1.16,4.33,4.04
Lgals1,497.52,418.1,354.52,36.84,27.17,25.47,23.03,166.15,73.85,55.8,65.93,38.53,37.04,28.99,191.84,178.28,125.61,62.86,69.71,90.36,20.5,14.12,30.53,22.15
Lgals3,768.79,748.82,770.33,1225.81,1213.62,1086.76,931.75,1124.92,1171.51,765.13,859.66,1439.11,1484.52,1386.66,2853.67,2861.1,1684.51,1760.39,1540.98,1417.49,497.43,708.67,599.14,649.94
Lgals3bp,6.02,13.66,5.97,7.07,14.64,0,6.01,6.1,4,22.58,13.69,14.56,10.12,4.34,28.41,3.52,4.54,4.37,13.78,17.32,18.08,4.74,5.58,14.63
Lgals4,3.84,9.2,5.77,5.33,6.4,12.59,9.95,6.62,9.7,0.78,4.8,2.73,3.62,16.35,3,2.49,4.86,17.27,33.8,57.65,11.61,0.42,20.24,8.54
Lgals8,13.04,12.57,18.59,16.53,10.5,13.46,14.09,13.04,14.68,19.26,10.67,26.12,29.19,33.77,43.33,86.38,58.04,20.6,35.12,18.78,49.39,51.13,30.61,39.79
Lgals9,174.39,192.77,176.77,94.75,116.26,108.94,84.6,108.06,116.31,80.68,98.92,99.44,89.12,112,64.77,68.05,101.23,238.22,193.57,150.31,378.81,382.6,308.18,331.63
Lgalsl,2.28,2.72,0.92,0.75,0.13,1.84,1.27,1.3,0.96,0.2,1.28,0,0,0,1.25,3.29,0,0.33,1.06,3.09,3.36,2.09,2.54,2.06
Lgmn,7.37,8.23,10.96,64.81,59.4,72.6,42.47,39.67,87.24,79.34,78.51,36.66,57.18,49.89,33.49,20.09,16.88,123.14,106.5,83.75,48.44,51.12,63.46,46.69
Lhfpl2,0.28,1.63,0.87,0.09,0,0,0,0.08,0,0,0,0,0,0,0,2.7,1.51,0.13,0,1.47,2.11,3.27,1.17,2.04
Lhpp,3.98,2.12,8.5,0,0,0,0,0,1.3,0,0,0,0,0,0,1.87,0.59,0,0,0,4.72,0,4.44,3.12
Lias,28.63,24.34,40.25,15.29,21.61,31.42,29.22,8.43,32.59,48.82,17.09,8.13,5.79,8.77,40.96,23.44,24.9,18.69,14.25,17.01,19.35,14.78,16.78,11.03
Lif,0,0,0,0,0,0,0,0,0,0,0,3.08,1.4,4.93,0,0.46,0.66,0,0,0,0,0,0,0.11
Lifr,0,0.23,0.15,0.14,0,0.08,0,0.32,0.54,2.22,0.18,0.45,0,0.15,6.15,5.51,8.07,3.2,2.52,6.89,0.38,0.54,1.77,0
Lig1,35.57,35.26,33.02,0.19,0,4.28,3.76,8.47,0.29,5.47,0.84,1.8,2.5,4.58,5.61,1.82,1.32,4.09,5.11,9.74,4.94,5.38,5.3,4.64
Lig3,1.61,4.94,4,2.36,1.09,7.82,1.69,4,2.81,2.56,7.21,5.44,0,0.98,1.71,9.77,1.7,1.6,1.3,1.42,2.26,1.22,0.84,1.47
Lig4,0.68,1.76,0.78,0.82,0.34,0.32,1.77,2.01,1.06,1.08,0.36,0,0,0,0,0.09,0.33,0.11,0,0.84,0.59,0.98,0.13,0.08
Lilr4b,82.32,85.74,93.45,237.79,265.15,156.88,222.18,229.49,201.4,174.81,151.28,1444.37,1633.24,1614.25,1859.2,1999.67,955.89,3308.33,3493.38,2880.22,2967.29,3680.22,2278.12,2317.52
Lilra6,51.66,67.73,59.28,136.25,130.12,136.09,126.33,130.09,152.36,172.36,126.26,112.88,123.23,152.24,524.14,500.92,259.4,180.69,178.25,176.33,136.61,107.06,172.89,168.56
Lilrb4a,39.6,42.34,52.47,68.28,87.51,81.24,89.91,124.32,47.68,89.44,104.82,448.32,463.6,457.23,1490.77,1465.81,475.57,1321.95,1427.42,1179.84,1483.06,1799.76,1241.68,1225
Lima1,5.13,5.07,6.03,0.67,2.78,6.29,1.77,3.61,2.65,12.08,0.82,0.17,2.8,0.25,2.3,2.98,2.04,2.54,2.91,2.63,9.66,7.94,5.47,2.62
Limd1,10.76,6.23,3.99,7.01,10.46,31.98,11.97,6.33,14.73,18.27,8.5,6.35,5.55,6.54,12.76,17.04,19.64,12.62,14.72,9.78,14.42,8.64,8.38,11.07
Limd2,463.48,479.74,533.22,654.52,740.22,609.61,571.26,369.07,831.08,694.22,693.34,496.71,459.97,429.83,1256.78,1204.34,675.46,508.35,443.15,545.04,339.23,412.3,475.2,577.75
Lime1,33.04,27.88,15.45,6.48,22.35,29,11.91,9.78,30.53,8.63,19.52,0.8,11.63,7.14,17.47,7.34,14,8.73,6.04,6.23,14.16,15.98,14.21,13.41
Limk1,3.08,1.42,1.63,2.26,0,0.24,0,1.07,0.6,0,1.47,3.2,3.13,2.74,0,0.29,0,0,0,0.24,1.66,0.33,1.51,0.43
Limk2,26.16,25.8,35.68,21.09,16.65,6.37,17.71,6.21,15.95,31.57,20.09,7.09,2.53,2.88,11.52,1.39,1.17,46.34,17,7.55,18.21,9.25,14.93,10.09
Lims1,163.66,129.11,144.83,110.81,109.05,123.75,126.71,152.48,166.87,135.46,141.41,116.33,62.48,73.2,320.7,298.23,237.99,161.13,139.41,141.51,124.02,124.93,168.72,108.53
Lin28a,5.94,4.1,2.92,0.56,1.35,0,0.55,0.7,0.92,1.14,0.87,0.1,0.72,0,0.24,0.13,5.74,0.47,0.29,0.32,0.13,0.14,0.11,0.75
Lin37,20.1,32.99,26.66,19.73,22.86,23.99,29.59,37.25,47.93,38.54,35.74,4.54,13.92,6.88,32.36,39.33,54.23,23.05,23.94,25.31,35.54,31.47,29.64,28.16
Lin52,12.1,5.77,13.81,8.67,10.48,6.11,8.6,14.23,5.54,8.6,5.64,3.64,4.81,2.1,12.18,7.39,5.99,13.34,13.82,3.93,7.54,15.8,17.04,18.95
Lin54,7.48,3.17,8.67,1.49,4.71,2.52,3.72,7.17,1.94,2.64,1.95,7.61,9.15,14.18,8.71,4.23,2.48,2.49,3.9,5.04,2.62,6.85,2.78,5.36
Lin7c,21.1,21.16,19.7,22.57,32.06,14.7,26.45,20.16,22.29,35.02,31.63,50.55,39.17,26.26,46.79,56.08,33.23,42.03,43.32,54.94,34.8,49.22,38.62,35.34
Lin9,4.49,6.78,6.38,0.15,0.84,0,1.22,0.29,0.72,1.95,0.65,0.14,0.21,0.74,0.44,3.34,0,1.47,0.27,0,0,3.19,1.35,0
Lins1,3.03,4.82,3.2,2.37,2.86,1.34,0.18,1.91,2.46,0.3,3.33,0.29,0,0.57,0,0,0.99,1.9,0.35,0.97,4.99,3.05,2.61,0
Lipa,8.31,8.75,12.38,8.79,6.92,10.04,7.93,6.35,25.45,12.42,17.06,10.95,8.63,9.67,9.61,3.04,10.67,39.65,23.52,35.77,31.33,39.97,28.23,33.49
Lipe,11.95,15.21,17.22,28.59,32.88,27.47,28.1,8.45,22.29,14.92,30.05,16.93,10.92,11.86,25.62,19.63,27.71,35.92,51.8,30.96,43.47,37.87,61.22,45.51
Lipo3,2.68,2.75,0.23,0.17,0,0.3,0,1.82,0.51,2.96,0.23,0.26,0,1.55,4.71,4.1,8.64,3.19,4.67,6.02,1.67,1.47,1.72,4.87
Litaf,66.19,53.4,47.85,73.24,59.34,66.85,44.24,83.96,76.08,73.22,104.36,632.44,655.43,643.06,633.52,721.43,500.5,1933.69,1913.98,1619.55,2028.78,2409.56,1632.2,1801.29
Llgl1,3.19,2.97,3.01,4.05,5.91,6.13,3.47,6.49,3.19,7.71,8,5.9,1.74,2.58,4.71,1.64,2.14,3.3,3.49,1.28,5.06,3.22,5.15,4.03
Llgl2,6.71,10.74,7.47,6.16,1.85,3.33,21.44,7.39,10.83,4.34,4.4,0,0,0,5.26,1.51,8.96,0.31,3.52,3.69,4.17,0.14,5.39,1.5
Llph,68.6,53.65,54.4,62.15,57.01,74.96,50.31,55.45,72.2,62.35,85.01,41.96,28.13,37.74,94.06,116.49,121.89,73.49,95.66,64.13,74.93,79.23,59.68,80.3
Lman1,7.84,12.53,13.2,0.31,0.71,1.95,3.73,1.38,0.13,5.19,2.18,0.8,0,0,1.87,1.76,4.85,5.03,5.85,4.44,3.12,8.24,6.89,3.58
Lman2,49.97,54.19,53.58,30.1,18.09,32.19,33.81,28.69,43.59,43.78,54.77,31.97,24.16,28.11,62.21,60.94,43.49,51.77,46.52,37.68,63.49,51.62,61.5,50.3
Lman2l,18.77,15.37,14.17,9.29,11.29,17.16,9.05,29.15,20.51,21.31,9.78,14.11,8.34,12.63,37.52,43.11,63.36,23.69,15.78,22.37,26.78,18.21,20.58,19.55
Lmbr1l,4.32,10.25,8.47,17.01,28.52,26.97,22.21,8.57,18.32,16.78,14.67,6.01,17.66,9.85,34.09,7.65,32.41,46.33,27.09,13.6,4.74,9.1,3.84,12.45
Lmbrd1,19.62,22.39,17.44,22.17,19.11,29.81,23.62,21.54,23.99,17.82,31.23,26.61,38.64,33.04,85.37,98.29,55.58,34.86,41.76,52.38,67.71,90.73,58.58,62.05
Lmbrd2,0.56,0.67,1.61,3.39,0.36,0.83,0.63,0.64,1.08,1.18,1.56,0.17,0.1,0.21,2.34,1.35,0.4,0.32,0.47,0.96,1.63,0.76,1.94,0.82
Lmf1,7.34,8.2,12.22,9,20.46,11.69,11.71,6.54,12.85,7.55,28.46,9.72,6.14,6.64,6.59,2.45,7.77,21.19,10.16,9.5,6.42,10.88,14.67,9.6
Lmf2,9.55,13,7.84,11.46,10.51,20.36,16.04,15.63,19.38,25.63,15.65,9.26,8.33,6.58,43.11,36.02,23.58,15.17,27.15,23.18,20.28,9.9,16.16,13.27
Lmln,0.97,2.83,5.74,0,0.48,0.19,0,0.04,0,0.52,0.29,0,0.96,0,0,0.14,0,0.09,0,1.33,2.88,6.57,0.6,1.43
Lmna,3.18,3.35,3.15,42.51,36.15,35.29,36.74,38.06,34.13,28.79,41.43,129.44,164.77,120.27,417.95,627.61,353,330.17,330.77,623.62,9.17,7.84,10.16,8.35
Lmnb1,17.73,19.57,16.75,8.78,9.41,12.21,7.94,4.9,8.93,18.39,18.64,110.19,92.5,88.49,56.01,39.98,73.65,133.57,127.4,122.35,325.21,343.45,228.28,258.48
Lmnb2,8.99,14.3,11.71,0,0,1.71,0,0.81,0.41,0.4,2.05,0.1,0,0.1,0,0.4,0,4.31,0.57,1.65,3.09,3.72,3.91,4.56
Lmo1,3.79,4.6,6.79,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0
Lmo2,19.04,26.61,23.8,5.23,5.04,2.23,11.39,15.41,0.74,1.06,5.38,0,0.5,1.94,3.35,4.92,6.65,4.03,7.9,10.59,11.91,5.6,6.24,7.47
Lmo4,109.09,87.8,94.61,144.95,154.4,129.88,107.98,231.25,178.4,115.9,120.1,15.92,21.98,28.59,26.09,27.01,35.32,83.3,72.88,80.74,24,25.69,16.37,25.35
Lmtk2,2.01,2.74,1.76,2.11,4.18,4.62,1.78,1.73,5.13,4.07,3.31,2.39,1.96,0.16,3.67,3.69,5.39,2.57,1.66,3.96,0.89,2.1,1.13,0.66
Lnpep,11.38,10.85,17.74,33.57,24.08,31.98,23.4,20.53,27.26,29.32,25.88,16.58,20.13,27.72,23.78,29.35,25.41,17.18,17.25,13.29,28,24.14,25.59,30.1
Lnpk,17.76,21.85,13.11,13.8,17.93,19.19,24.43,8.05,21.24,17.56,16.65,4.75,7.33,8.33,27.61,23.44,18.05,25.13,28.59,24.45,20.36,11.12,12.2,12.95
Lnx2,3.1,4.66,3.01,1.68,3.16,2.39,5.35,1.94,5.94,3.01,3.95,0.15,0.07,3.8,3.41,2.29,2.37,2.13,1.3,0.8,3.19,1.5,2.67,0.94
Lonp1,6.28,6.8,10.79,2.49,3.7,3.1,4.94,5.54,8.41,8.25,5.27,2.22,7.41,0.12,4.6,3.97,4.36,7.8,9.05,6.81,16.51,8.1,4.66,8.73
Lonp2,21.46,31.89,33.95,19.67,18.23,37.39,28.45,25.22,39.67,29.02,26.78,18.26,25.64,17.02,30.78,30.89,6.02,23.32,31.28,37.33,36.11,29.04,40.31,39.62
Lonrf1,1.33,3.05,3.75,4.85,3.48,6.22,4.31,7.85,6.15,4.53,4.78,16.93,21.6,21.04,3.05,4.92,4.06,7.08,8.4,4.11,4.76,6.17,4.28,4.41
Lpar2,0.2,1.28,0.16,1.54,1.73,0.69,1.6,0.47,0.69,1.11,3.13,1.2,0,2.76,0.72,1.53,0.85,0.64,0,0.63,0.07,0,0.19,0.44
Lpar6,2.22,4.5,2.07,1.11,1.35,1.4,2.37,2.11,3.39,2.75,4.84,0.77,0.68,1.44,5.17,1.91,12.2,7.3,6.07,3.16,7.34,11.73,5.68,9.13
Lpcat1,5.12,4.58,7.82,0.47,2.2,3.95,1.32,3.32,6.58,0.36,2.12,2.72,0,2.47,0.35,2.8,1.37,5.61,1.11,7.4,5.48,1.11,1.97,4.97
Lpcat2,120.62,131.33,139.46,202.51,253.36,239.89,250.45,146.71,288.45,287.21,286.84,200,201.45,195.11,542.12,490.43,362.85,510.49,497.88,524.52,318.68,377.49,344.89,409.85
Lpcat3,78.48,80.03,93.73,70.84,71.01,80.18,104.95,78.23,106.87,71.11,78.65,57.78,36.49,59.91,214.53,220.96,156.06,145.38,181.21,149.45,45.3,56.84,66.25,40.11
Lpcat4,2.83,3.32,1.85,0.59,5.62,1.39,3.41,1.68,5.71,1.53,8.41,2.92,1.24,1.41,1.61,0.2,1.16,1.02,0.93,0.68,0.97,2.01,0.18,0
Lpgat1,5.04,5.85,4.78,4.18,5.51,5.41,0.97,2.78,4.89,8.49,3.48,3.27,4.95,1.15,2.15,3.93,4.83,2.47,4.73,3.14,2.8,5.43,4.82,6.01
Lpin1,3.52,3.98,3.12,1.8,2.82,3.08,2.73,2.78,4.19,3.87,5.06,0.6,0.62,5.4,5.93,6.49,14.31,4.62,8.87,10.53,21.53,17.92,19.16,16.23
Lpin2,5.34,7.53,5.4,3.04,10.92,10.31,4.26,12.56,11.74,9.91,13.56,26.06,16.34,24.05,44.43,86.66,94.72,40.54,20.48,19.24,68.38,90.34,69.72,59.94
Lpl,3.17,1.11,0.82,0,0,0.61,0,1.11,0,0,0.15,0.54,0,0.09,0.21,0.43,0,0.4,0,0.44,0,6.45,2.19,1.77
Lpp,1.21,3.01,2.33,1.41,1.63,2.58,3.77,0.6,2.2,4.66,2.54,0.41,2.25,0.48,6.38,6.69,4.92,8.15,8.57,4.61,1.45,3.9,5.99,2.41
Lpxn,2.83,4.95,1.4,5.38,3.33,7.9,2.54,6.06,5.75,4.78,10.77,3.52,3.31,7.98,56.59,112.82,54.34,10.62,9.99,11.85,2.39,6.96,2.04,2.62
Lratd2,0.56,1.68,0.52,1.07,0.15,0.29,0.68,1.19,3.01,0.93,0.64,0,0,0,0.94,0.28,0.59,0,0.18,0.52,2.34,0.61,1.07,0.3
Lrba,2.39,2.05,1.84,2.88,2.28,4.57,3.23,1.32,2.14,3.04,1.83,1.13,0.76,0.04,1.11,0.2,2.48,1.16,1.52,2.19,4.58,0.53,2.12,0.92
Lrch1,2.41,3.32,2.76,3.28,3.67,3.15,2.41,5.63,8.77,4.51,2.19,4.98,0.53,2.72,5.04,2.59,4.9,7.32,7.65,9.15,7.74,7.66,14.46,7.06
Lrch3,4.47,4.44,2.33,7.93,8.67,12.47,14.3,11.72,9.34,15.09,7.66,7.22,4.24,5.08,9.48,13.29,12.12,2.45,2.65,6.77,3.32,2.81,8.13,4.15
Lrch4,81.52,86.59,108.05,172.89,176.5,162.65,182.15,143.93,192.97,208.03,170.58,77.23,71.42,57.87,78.07,61.67,217.88,107.44,150.81,128.87,78.56,62.2,121.94,85.55
Lrg1,27.31,33.02,27.52,0,0.34,0,0,0,0,1.62,10.41,0,0,0,0,0,0.68,0,0,0.6,0,0,0,0
Lrif1,14.79,15.08,15.3,33.82,31.49,31.15,33.54,32.59,33.37,24.68,21.97,13.7,37.5,9.09,21.26,31.36,44.48,49.61,31.78,42.35,54.47,57.06,38.09,39.52
Lrig2,4.37,4.98,5.91,3.97,5.08,5.32,5.31,7.66,12.61,10.02,7.37,1.32,3.74,3.77,7.3,7.35,4.11,4.02,4.6,5.25,3.89,12.81,3.12,4.68
Lrmda,22.16,10.33,26.62,9.61,8.81,5.89,18.83,5.93,2.04,4.6,11.71,6.01,8.89,1.52,15.72,11.69,13.29,13.54,8.26,10.9,10.15,21.8,16.96,10.76
Lrmp,90.62,95.24,84.74,61.56,63.53,97.36,56.22,55.19,92.45,105.52,71.4,29.09,39.35,32.48,101.47,113.82,116.66,98.72,80.95,112.88,74.73,74.49,100.02,110.79
Lrp1,0.55,1.02,3.29,0,0.61,0,0,0,0,2.39,1.12,3.99,0.75,5.35,0.29,0.06,0.05,0,0.03,0.69,5.36,2.02,1.47,0.44
Lrp10,24.46,22.31,28.01,27.73,27.33,23.79,18.19,24.56,18.45,26.17,17.25,46.71,43.12,37.03,35.86,46.86,31.22,44.29,47.87,23.57,66.36,43.57,56.8,74.68
Lrp12,0.64,0.06,0.6,1.35,1.46,1.09,0.84,1.18,0.33,1.04,0,3.35,0,0,8.9,3.62,5.57,7,10.33,6.94,0.11,1.8,0,1.58
Lrp4,1.13,1.34,1.69,1.99,0.45,1.78,2.69,1.54,3.01,3.85,4.4,8.4,5.56,2.75,5.93,8.42,4.53,11.23,9.46,10.15,2.53,3.53,1.11,1.23
Lrp5,1.48,1.38,1.55,0.12,1.58,0.44,0.7,0.29,0,0.98,0.99,0,0.2,0.37,0,0,0.36,0,0,0.04,0.81,0,0.28,0
Lrp6,3.15,3.83,5.85,4.45,2.99,2.52,1.23,4.98,1.12,3.35,3.81,0.11,3.05,1.56,1.18,4.46,2.44,4.64,10.74,7.19,1.83,4.94,1,1.45
Lrp8,8.96,8.64,10.48,3.02,3.94,5.14,6.72,1.23,0.59,4.3,3.27,0,0,1.76,2.1,1.14,1.66,4.08,4.29,2.89,0.51,2.63,0,0.39
Lrpap1,28.63,34,29.66,25.9,19.67,34.81,27.43,18.89,11.92,21.81,14.74,5.95,15.14,9.37,45.23,40.94,24.52,17.12,27.57,27.06,37.52,37.88,31.79,30.81
Lrpprc,5,8.18,8.03,2.69,7.43,6.57,3.19,2.75,7.31,1.15,14.27,4.47,3.66,2.34,5.87,5.71,18.35,4.28,5.6,4.06,4.54,7.7,6.93,3.52
Lrr1,22.5,21.73,23.37,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lrrc1,9.49,5.45,8.37,9.24,6.56,9.23,8.63,11.03,13.66,15.9,8.05,3.05,11.39,6.43,14.84,15.72,45.07,10.44,5.22,5.86,6.18,6.28,3.09,1.68
Lrrc14,7.04,9.84,9.91,10.15,3.16,2.05,6.58,0.82,11.19,7.28,7.52,2.47,0,0.86,14.88,8.47,6.11,13.95,5.72,0.27,5.22,6.5,7.49,8.23
Lrrc20,1.1,2.89,2.33,0,0,0.51,0,0,0,0,0,1.34,0.1,0,0.65,0,0,0.69,0.63,1.62,0.28,2.67,0.61,0.82
Lrrc25,16.22,20.63,26.56,56.17,43.35,54.87,40.97,31.73,70.48,53.54,40.69,40.67,54.53,40.8,54.58,54.83,132.61,80.55,54.84,56.09,56.54,44.51,67.37,56.22
Lrrc28,8.57,6.16,3.55,9.84,6.77,2.99,2.3,7.92,19.91,8.42,8.67,1.85,7.09,8.05,1.65,7.62,13.45,2.77,1,3.39,8.82,9.65,9.21,13.66
Lrrc29,0.81,3.23,1.14,3.7,0.56,5.02,1.46,0.97,4.49,3.19,4.33,0,0.73,0.39,0.94,0.6,0.22,0.62,4.35,1.2,0.62,0.54,1.1,0
Lrrc40,4.99,9.97,6.11,1.17,0,1.04,0.9,0,0.95,0.85,1.55,2.58,1.34,3.11,2.13,6.33,3.29,6,4.27,9.03,2.6,4.69,4.27,4.38
Lrrc41,9.97,8.64,7.92,9.04,20.11,4,11.76,8.52,5.36,30.66,8.34,29.13,11.39,16.68,14.39,11.56,26.38,40.7,24.96,29.73,31.27,40.02,8.11,28.68
Lrrc42,3.42,9.29,7.51,9.92,7.63,8.73,10.14,6.19,15.33,7.04,10.33,4.68,2.54,7.36,4.72,13.68,9.94,13.34,6.65,6.91,3.97,0,3.3,2.77
