gene,BM_1,BM_2,BM_3,Blood_1,Blood_2,Blood_3,Blood_4,SP_1,SP_2,SP_3,SP_4,Lung_1,Lung_2,Lung_3,Skin_1,Skin_2,Skin_4,Colon_1,Colon_2,Colon_4,SI_1,SI_2,SI_3,SI_4
Timm17a,24.26,57.57,38.65,21.09,40.46,17.24,17.07,34.02,32.91,39.07,23.63,35.3,8.14,10.97,75.91,66.8,49.85,51.67,35.95,49.7,40.16,64.7,46.13,72.69
Timm17b,77.21,80.47,74.37,25.17,32.61,62.36,43.72,65,43.06,37.59,21.21,65.05,50.86,65.17,98.16,81.1,79.24,63.16,48.35,44.91,38.8,31.07,62.87,38.79
Timm21,36.39,37.56,38.29,20.54,21.18,13.75,10.94,32.62,25.31,38.81,36.06,7.61,6.23,20.5,20.23,19.62,25.91,25.25,20.45,17.89,19.64,19.02,9.79,26.41
Timm22,11.66,16.56,9.17,2.02,12.49,6.26,6.73,5.78,16.41,18.09,6.28,2.08,0,0.25,9.88,11.59,15.22,13.94,8.62,14.55,14.56,11.33,7.69,3.18
Timm23,140.74,144.55,138.95,65.18,76.7,80.19,72.1,64.06,73.58,116.08,86.18,94.52,43.98,55.74,292.68,244.92,191.94,206.04,203.42,157.35,104.9,200.78,164.28,195.01
Timm29,5.31,8,11.04,1.86,6.85,0.78,2.35,4,5.57,5.93,5.25,2.16,3.11,1.89,9.43,9.6,9.42,5.62,3.22,7.42,4.59,2.87,1.97,12.84
Timm44,24.33,20.6,13.68,18.75,14.56,15.74,6.76,10.41,30.76,18.84,18.58,6.85,4.23,7.55,22.28,7.53,13.11,27.9,27.73,27.06,28.74,34.39,24.87,24.65
Timm50,27.23,30.72,47.55,4.47,3.46,7.57,7.89,3.38,6.18,6.92,12.69,3.6,7.09,5.13,28.45,31.64,16.19,26.73,26.93,14.83,20.07,21.53,32.32,40.02
Timm8a1,12.85,24.16,26.23,0.44,0,2.25,0.93,0,0,0.73,2.45,2.6,0,0,6.77,1.44,8.11,2.41,7.4,4.13,9.96,4.04,5.87,6.56
Timm8b,127.68,145.97,118.22,74.29,88.93,55.93,102.36,64.1,83.32,88.13,109.39,72.5,66.54,78.72,110.22,159.53,140.67,37.56,90.73,96.74,101.04,153.76,44.33,93.67
Timm9,21.86,14.67,11.96,6.05,3.9,6.3,2.74,16.57,1.96,1.73,11.26,2.93,0,0,9.15,22.71,4.27,5.52,13.36,8.07,8.11,20.98,10.51,17.26
Timmdc1,4.5,5.72,4.56,5.83,9.33,3.42,1.38,6,2.3,4.67,3.46,10.18,9.88,8.17,6.57,7.92,10.71,5.58,5.07,6.56,7.47,3.96,2.22,4.12
Timp2,19.38,16.44,12.56,12.8,10.53,22.09,12.4,22.57,8.96,11.22,14.44,6.31,13.61,9.65,6.16,5.97,13.36,7.76,7.58,8.94,3.74,7.47,10.93,4.11
Tinagl1,12.87,7.91,8.08,6.53,4.2,3.32,3.18,9.42,3.05,0,9.73,4.59,9.46,6.32,0.98,6.33,2.64,1.61,4.59,2.94,0,0.94,0,1.46
Tinf2,11.11,15.91,9.5,4.95,7.08,9.09,10.28,11.41,10.55,10.78,18.82,27.2,28.74,20.6,23.34,56.67,19.63,39.76,37.33,38.23,32.13,26.63,32.21,26.85
Tiparp,6.63,4.3,4.09,10.52,6.3,4.55,13.54,5.78,9.21,8.15,6.91,85.24,58,69.33,32.24,39.01,98.18,218.38,195.82,147.5,394.78,328.58,245.36,267.08
Tipin,131.86,151.5,155.57,0.53,5.37,4.68,10.29,5.63,14.13,9.47,30.69,0,0,0,35.36,10.21,20.53,11.74,17.68,3.08,18.64,26.64,30.32,29.18
Tiprl,40.61,31.93,39.38,44.71,48.95,57.85,40.56,31.43,55.64,43.99,36.41,51.68,20.22,34.32,61.97,40.86,50.22,22.34,67.83,32,42.4,60.85,35.71,44.44
Tirap,10.66,11.92,10.2,8.85,3.88,10.72,6.56,9.64,6.71,5.12,20.18,16.83,1.42,5.67,38.64,41.58,17.08,9.81,10.96,1.11,16.57,17.13,13.34,21.92
Tjap1,3.08,5.69,4.74,4.92,2.49,2.35,1.89,2.23,10.9,6.54,12.54,28.7,36.36,35.22,29.84,20.09,16.83,22.47,19.54,29.78,22.45,24.01,25.67,27.82
Tjp2,0.51,0.43,0.6,0,0,1.37,0,0.06,0.1,0.28,0,2.32,0,0,6.08,2.65,2.13,0,0,0.32,0.67,0,0.08,0
Tjp3,5.84,4.94,4.77,2.34,7.9,2.01,3.68,1.24,2.26,2.8,6.15,1,3.43,0,1.61,5.92,10.9,9.72,9.68,10.22,9.75,15.66,8.66,9.9
Tk1,57.77,37.25,50,1.38,0,0.85,3.05,4.85,0.38,9.97,9.66,2.53,3.92,0.83,0,0,2.46,0,1.9,2.62,2.74,2.3,0.81,0
Tk2,20.66,15.29,24.19,30.92,29.89,39.71,38.5,13.66,35.42,29.97,36.63,22.16,17.39,14.94,14.82,22.68,21.87,62.17,41.79,45.64,67.88,61.23,56.71,48.32
Tkfc,5.39,3.95,4.66,2.58,3.84,2.15,3.01,1.9,2.98,4.42,9.2,1.68,0,1.7,0.48,2.11,4.17,1.7,1.52,4.21,7.59,2.35,3.05,1.26
Tkt,977.82,895.41,865.02,406.46,425.11,385.02,456.99,641.29,484.77,490.75,524.97,316.32,366.96,356.98,140.69,146.77,162.46,409.67,472.33,402.53,428.75,458.66,457.98,470.96
Tlcd1,1.54,2.77,3.22,1.84,4.28,4.85,9.28,4.41,5.08,2.99,8.86,4.16,0.86,1.03,2.3,1.12,0,1.66,2.39,1.48,1.33,0,0.6,10.61
Tle1,2.5,2.3,0.24,2.1,2.38,1.86,2.97,1.2,2.04,4.1,1.13,2.04,1.14,4.84,1.24,1.05,6.16,4.15,4.59,1.02,2.98,2.63,1.72,5.87
Tle3,21.72,17.81,20.61,44.69,43.1,40.01,40.83,41.03,43.41,34.32,33.54,34.25,34.55,36.69,38.51,48.89,68.25,40.81,38.24,34.96,20.7,24.12,21.75,16.19
Tle4,10.57,8.72,11.7,11.74,16.06,18.03,16.6,17.98,27.73,27.3,12.44,6.01,15.55,13.82,19.01,20.88,35.32,24.88,15.21,17.4,12.51,8.41,11.76,10.87
Tle5,51.39,43.27,48.36,55.04,59.74,62.46,50.76,56.01,49.34,50.6,44.48,45.52,21.68,38.17,55.92,53.63,75.98,27.89,21.14,53.67,19.26,22.31,25.89,24.21
Tlk1,10.07,12.18,7.38,11.04,9.7,10.34,17.77,9.21,18.03,5.48,5.92,6.27,4.7,8.28,12.32,11.67,11.72,9.57,11.49,9.86,5.69,9.93,6.9,11.77
Tlk2,7.86,7.89,4.77,17.77,18.61,10.05,11.17,16.64,10.85,14.39,10.8,8.05,9.56,6.78,15.63,12.32,19.66,7.98,14.31,4.06,6.82,8.02,6.88,7.98
Tln1,84.34,78.46,88.97,113.71,118.21,127.09,116.83,113.44,160.63,164.41,93.52,113.07,131.46,120.69,84.51,82.65,63.19,84.65,90.1,87.8,87.8,92.52,97.41,83.28
Tlnrd1,3.39,2.51,1.31,2.54,3.54,2.37,4.13,2.24,4.28,3.39,2.03,0.95,0.91,0.7,2.68,2.75,3.38,0.37,0.78,2.13,1.59,0.66,1.45,1.16
Tlr13,5.79,6.83,6.87,25.62,25.98,29.59,15.5,24.39,30.81,23.34,45.78,13.56,21.46,10.54,17.96,14.03,11.75,84.8,67.79,79.75,86.28,131.89,96.07,98.06
Tlr2,0.79,2.33,2.5,0,0,0,1.04,0,0,0,0,2.4,0,1.06,5.06,4.78,2.56,0.19,0.85,0,0.91,4.55,0.52,1.18
Tlr6,1.27,0.55,3.15,1.89,11.39,2.45,1.89,2.66,3.49,2.34,2.66,2.9,0.87,3.5,2.02,8.12,2.98,21.27,15.27,16.01,27.48,38.55,23.14,28.47
Tlr9,0,0.15,0,0,0,0.47,0.34,0,0,0,0,0.82,0.36,0,4.8,1.91,7.54,0,0.73,1.6,0.91,2.01,0.22,0
Tm2d1,39.09,56.2,64.17,67.03,84.62,110.73,102.08,110.47,109.65,125.23,78.9,143.54,81.08,113.96,133.17,128.3,109.76,112.57,115.11,107.98,118.76,125.23,154.77,117.12
Tm2d2,67.27,58.71,57.05,37.71,61.4,28.78,48.6,58.59,52.72,73.02,47.97,40.67,51.12,39.89,57.99,40.76,115.46,162.31,142.21,118.71,321.95,308.18,252.22,362.24
Tm2d3,45.5,35.29,27.39,37.41,44.69,37.97,25.07,24.91,50.55,27.27,52.65,19.93,35.35,25.55,27.03,21.32,41.5,20.33,18.89,25.87,14.24,11.97,12.25,13.32
Tm6sf1,85.7,81.04,84.99,89.56,90.14,109.7,80.46,146.76,97.78,94.13,91.83,58.03,79.7,71.85,42.27,68.58,85.8,55.94,64.29,56.09,50.97,53.55,39.82,52.5
Tm7sf3,31.41,27.03,29.73,6.4,14.18,20.38,12.06,16.7,17.17,14.06,18.23,6,6.07,6.07,6.22,7.99,11.56,9.94,11.62,18.14,17.09,17.1,31.37,17.83
Tm9sf1,20.42,26.7,20.96,13.02,8.68,21.42,18.43,12.86,19.31,11.5,9.42,8.91,9.3,20.19,16.6,19.08,19.76,16.29,16.57,20.32,29.12,17.67,10.78,12.99
Tm9sf2,72.8,77.1,75.03,82.06,83.17,72.64,106.58,74.14,89.93,129.73,118.73,38.72,31.28,26.58,101.61,83.31,68.2,35.5,35.03,44.57,45.9,35.35,37.59,53.36
Tm9sf3,27.64,27.27,26.11,24.07,34.75,37.53,35.23,44.39,46.29,32.42,42.81,23.95,25.58,43.3,30.36,25,35.26,27.05,20.63,26.03,16.39,15.29,13.31,20.45
Tm9sf4,9.04,13.15,9.71,9.43,18.45,16.93,15.92,14.45,19.32,23.6,20.1,18.11,24.41,16.69,18.02,14.1,21.88,25.99,14.73,11.06,10.5,20.17,13.85,24.33
Tma16,7.73,8.62,9.67,2.32,2.39,2.38,0.62,1.5,1.26,2.57,1.48,0.75,0.2,0.2,9.42,4.54,4.62,4.2,7.27,2.53,2.71,6.06,4.17,9.29
Tma7,439.97,488.78,507.11,467.85,363.27,556.42,375.12,636.54,473.72,412.67,437.54,373.76,515.46,485.6,627.62,517.81,432.2,268.97,374.81,342.52,350.83,368.01,256.34,465.53
Tmbim1,7.03,3.93,6.61,8.79,8.46,4.47,2.22,11.96,5.86,4.52,7.81,43.78,38.35,39.65,64.9,78.51,42.55,8.51,4.24,10.68,6.95,17.83,6.46,9.66
Tmbim4,215.64,204.14,218.98,214.46,186.16,288.17,178.08,225.93,239.02,195.24,199.42,295.01,272.1,371.25,534.3,408.79,445.35,430.87,432.04,494.87,304.42,423.84,394.12,428.91
Tmbim6,355.42,357.96,376.4,313.37,388.03,340.18,370.04,337.03,386.76,370.46,442.73,371.37,386.23,392.16,501.45,548.7,463.52,441.04,406.4,468.88,429.94,435.22,422.86,530.56
Tmc4,12.67,14.67,16.43,36.72,64.45,65.49,47.26,46.43,85.58,58.58,54.41,26.16,50.56,56.35,34.94,28.38,51.67,19.09,10.44,21.89,17.13,12.53,32.79,14.28
Tmc6,37.76,44.54,48.31,103.95,145.65,160.78,142.13,219.72,170.69,100.97,95,250.61,212.46,211.83,32.01,12.32,12.09,44.53,47.77,30.4,16.98,18.19,63.55,42.2
Tmc8,5.35,4.48,8.3,10.01,8.12,4.29,5.4,2.65,5.06,10.05,4.87,13.43,5.4,5.44,3.09,4.01,5.88,8.06,3.69,2.37,1.45,4.71,3.1,3.49
Tmcc1,63.28,51.11,70.17,211.81,184.29,232.83,207.64,209.99,226.27,254.6,249.38,49.13,49.91,56.96,231.71,197.41,227.77,122.57,121.25,94.6,50.29,63.57,48.75,29.89
Tmcc2,1.99,0.85,2.88,3.49,1.58,1.65,2.89,1.81,1.87,1.32,2.27,1.06,1.63,0.39,1.39,0.33,1.92,1.01,0.93,0,0,0.15,0,0.12
Tmcc3,19.31,26.54,30.18,127.51,101.91,103.21,49.43,53.37,103.07,63.72,79.97,132.15,89.87,84.81,13.83,1.5,21.07,53.25,45.16,54.27,15.08,12.68,37.3,17.82
Tmco1,91.6,64.38,74.38,26.74,27.01,47.51,43.61,54.21,52.77,52.67,60.75,54.49,32.24,24.57,58.19,56.19,37.35,61.41,70.39,62.14,58.12,56.73,66.9,81.5
Tmco3,24.63,21,22.27,58.96,57.78,37.36,40.14,42.47,40.23,28.9,22.54,34.16,11.65,13.89,13.9,6.48,18.2,22.49,16.61,10.82,15.51,7.88,15.01,15.96
Tmco4,5.28,2.85,4.09,0.44,4.32,1.71,4.32,1.04,1.6,1.62,4.04,3.73,0,1.21,8.64,5.07,4.41,4.62,4.75,2.56,13.36,7.02,4.99,3.51
Tmco6,2.1,1.84,2.94,17.99,19.2,12.89,9.04,12.45,11.62,10.04,17.24,10.46,3.86,3.24,1.5,1.42,14.42,6.98,0.32,2.86,4.88,11.43,7.29,4.08
Tmed1,16.63,16.55,14.33,4.59,11.64,6.55,9.93,24,5.39,9.54,11.52,14.38,1.35,2.44,13.81,19.18,4.19,17.76,3.22,13.59,11.17,5.83,12.77,14.38
Tmed10,112.98,137.97,131.44,82.82,80.35,94.8,81.37,115.15,100.62,81.47,110.62,89.18,83.84,107.46,155.38,174.43,134.45,150.01,128.49,152.55,131.08,126.08,116.74,147.46
Tmed2,203.65,241.24,203.03,118.63,155.75,122.8,150.17,118.23,167.83,173.69,161.64,180.79,155.16,188.78,462.3,484.29,273.59,298.63,222.93,267.43,131.98,227.18,217.04,281.68
Tmed3,402.08,391.25,370.34,70.36,79.77,75.53,91.25,132.21,132.33,84.04,84.41,61.16,57.54,58.74,32.29,33.85,32.36,45.01,31.46,38.45,34.42,42.59,29.43,41.71
Tmed4,16.87,30.35,19.84,17.1,33.68,22.17,17.4,36.84,29.34,18.25,13.02,3.82,6.79,6.14,15.9,20.21,24.71,20.39,21.12,27.29,16.96,23.97,29.99,23.24
Tmed5,29.08,28.45,32.94,39.94,36.84,35.24,37.57,30.44,36.41,40.93,46.97,108.96,113.17,100.84,98.09,113.74,97.01,195.64,249.01,210.84,368.21,348.01,263.54,341.9
Tmed7,11.01,15.18,15.61,15.3,15.28,14.62,9.09,11.85,14.92,21.54,20.09,16.22,13.58,11.94,13.3,17.99,18.82,12.82,13.13,7.64,10,12.94,15.74,11.69
Tmed8,2.25,2.11,1.21,2.61,0.67,1.76,1.56,2.75,1.9,2.06,4.74,0.51,0.24,0.05,1.13,0.69,1.53,0.99,0.71,1.15,1.62,2.06,1.14,2.19
Tmed9,50.63,68.61,60.5,47.59,33.65,37.01,56.56,91.09,49.98,55.62,35.37,24.36,34.82,45.74,55.62,41.02,41.21,59.56,57.62,46.99,52.5,57.73,42.52,49.72
Tmem101,9.81,8.28,16.05,5.83,8.42,10.83,11,6.96,14.12,11.32,20.33,4.32,4.49,6.93,1.19,4.75,6.54,3.58,6.87,4.72,11.03,4.32,13.87,5.38
Tmem104,13.45,14.47,14.01,24.76,25.39,22.51,16.57,6.4,28.64,22.78,26.85,32.72,26.63,24.43,15.53,12.11,15.4,30.57,35.75,47.99,25.81,34,55.4,33.39
Tmem106a,2.12,2.59,1.4,4.05,1.93,2.03,2.77,7.68,4.47,3.13,2.5,0,0.86,2.41,4.53,5.43,9.14,5.36,5.05,1.11,3.72,1.37,7.82,2.45
Tmem106b,11.03,10.57,10.41,10.91,28.07,13.4,16.54,22.79,28.75,21.19,10.04,4.16,4.43,9.61,29.07,19.05,16.99,12.68,26.38,22.03,20.65,28.5,32.21,11.34
Tmem106c,7.63,14.43,25.59,1.31,0,4.13,6.79,1.91,5.07,0,7.14,3.6,0.49,4.29,0,1.74,2.34,2.64,8.95,12.33,6.29,7.38,1.53,16.13
Tmem107,7.22,7.68,5.85,0,0,0.7,0,1.98,1.72,0,5.51,0,0,0,0,0,0,0,5.74,0,0,0,0,4.06
Tmem11,35.03,29.32,30.96,24.89,34.1,35.15,29.01,35.74,36.53,29.55,32.48,28.59,40.84,11.43,66.38,52.93,23.49,58.85,48.98,42.63,43.65,22.05,48.61,51.26
Tmem115,15.51,11.86,9.91,12.34,17.46,12.49,15.09,12.44,10.42,16.61,23.46,2.23,2.12,2.35,24.53,38.22,27.91,28.29,18.02,19.54,28.09,25.63,26.68,21.62
Tmem119,1.64,5.85,2.45,1.3,0,0,0.55,0,0,0.31,0,0.34,0,0.82,0,0,3.16,0,1.43,3.47,0,0,0.91,0
Tmem120a,17.59,24.75,24.27,41.57,34.84,39.74,29.94,36.21,30.9,32.53,23.48,12.35,24.93,33.66,88.92,123.9,110.13,45.73,41.18,35.03,30.38,37.28,22.87,18.3
Tmem123,69.04,77.3,81.16,123.28,114.23,97.39,110.59,95.91,147.96,111.38,106.12,132.31,172.86,121.68,340.72,400.64,304.38,324.92,304.18,347.52,235.81,303.95,276.41,332.21
Tmem126a,23.16,26.6,23.25,25.94,15.13,10.95,18.04,33.84,12.39,6.99,11.72,6.82,4.5,11.01,26.38,15.27,25.86,25.6,27.23,34.33,36.53,32.08,47.48,44.11
Tmem126b,21.09,12.99,14.53,9.6,5.37,12.56,9.91,14.31,19.45,17.92,13.33,0.66,0,0.16,12,17.09,7.44,4.13,13.66,6.01,9.26,1.64,6.85,7.17
Tmem127,18.06,18.03,15.34,29.14,22.22,29.22,19.33,28.84,39.52,34.5,33.8,25.67,23.85,24.68,46.2,41.39,27.2,24.58,25.29,30.63,23.54,26.23,20.97,26.94
Tmem128,85.22,61.4,63.87,94.42,88.23,95.91,113.84,97.99,84.69,78.64,113.1,119.69,148.59,155.1,184.61,219.88,191.85,158.46,219.36,172.1,194.59,194.89,203.56,185.77
Tmem129,13.88,10.1,16.77,6.58,2.07,6.09,4.78,6.36,6.7,14.86,6.72,0.16,0,0,9.93,10.21,5.67,2.71,4.24,6.03,6.18,4.86,4.17,1.27
Tmem131,3.03,2.89,3.93,6.14,3.6,3.71,7.94,3.65,2.84,4.7,1.26,0.84,2.87,0.92,6.24,3.58,2.24,6.43,1.7,3.92,6.47,1.75,4.75,2.94
Tmem131l,40.01,38.71,25.13,49.63,73.38,65.38,30.81,49.63,37.26,39.09,35.76,23.09,34.24,49.42,17.38,10.28,44.97,23.86,27.8,24.56,22.11,19.85,31.41,29.58
Tmem134,59.61,79,63.78,87.32,135.83,77.85,86.59,79.13,88.38,113.47,117.53,96.01,77.52,100.89,74.81,65.39,68.3,64.3,75.25,118.58,67.49,83.56,106.4,125.11
Tmem135,7.42,9.21,8.26,8.25,10.51,11.2,8.56,2.92,13.62,7.94,17.11,8.17,3.22,6.04,8.19,6.57,7.62,16.75,9.64,13.55,12.96,12.91,15.99,12.47
Tmem138,14.37,18.32,10.07,5.96,10.01,5.63,2.43,5.78,6.89,8.83,17.52,0.6,2.24,2.66,11.73,3.35,2.47,4.45,6.67,2.33,5.06,4.15,6.74,12.67
Tmem140,8.82,6.55,16.07,27.91,31.14,25.75,22.62,23.11,47.01,36.9,53.96,2.66,1.42,0.21,22.26,35.17,38.12,23.39,18.69,8.73,96.83,94.85,30.25,31.41
Tmem141,16.04,18.29,17.15,13.17,10.1,1.35,6.16,13.98,13.5,8.19,7.51,3.85,13.07,0,7.65,5.62,7.16,10.27,13.11,11.89,5.05,2.96,0,3.31
Tmem147,57.29,73.92,79.64,39.54,33.87,49.63,38.82,28.06,63.18,37.75,42.05,29,31.17,57.11,51.2,60.94,39.9,43.25,33.14,40.33,43.08,41.01,46.03,48.08
Tmem14a,2.59,4.73,2.36,10.04,7.34,20.16,5.99,1.12,9.39,3.43,7.54,2.6,3.28,0.36,2.18,1.39,4.3,0.59,6.8,1.52,0,0,3.67,8.4
Tmem14c,178.72,174.47,215.99,136.01,149.2,118.51,137.66,196.23,162.43,162.57,121.68,92.1,107.57,59.74,117.4,91.65,100.01,145.33,109.23,149.79,162.55,154.86,156.54,170.11
Tmem154,70.66,71.68,87.72,110.86,112.44,123.22,79.61,90.07,151.22,109.8,93.09,56.6,65.33,51.9,202.25,125.87,134.05,160.57,137.95,171.24,86.65,95.75,97.99,80.41
Tmem156,2.62,1.82,2.62,7.82,11.79,5.94,7.39,9.17,8.5,7.2,3.49,4.02,3.37,4.66,4.28,0,0,0.4,1.82,1.03,9.29,6.79,3.22,0.96
Tmem159,9.84,9.76,7.45,19.78,20.31,15.16,18.86,11.82,20.43,18.24,3.51,0.89,3.92,6.02,13.47,16.25,10.21,44.72,10.94,20.08,17.81,9.97,23.58,22.14
Tmem160,14.64,24.93,18.68,15.7,33.7,15.02,12.89,40.74,24.81,37.31,15.34,51.83,19.83,20.9,13.15,18.25,26.62,9,14.25,6.28,2.09,14.46,12.24,15.91
Tmem161a,13.99,14.36,30.86,11.75,11.36,7.34,14.55,5.2,6.88,12.22,32.49,0.55,5.35,4.23,13.58,12.57,4.3,23.69,21.63,11.81,12.85,12.36,23.36,15.38
Tmem161b,6.59,9.59,8.48,6.56,5.11,7.34,9.3,7.89,7.07,11.78,8.91,8.79,4.16,3.28,10.48,3.95,17.14,1.39,4.39,8.93,2.05,4.55,6.92,2.83
Tmem164,20.78,20.4,24.8,20.49,35.22,34.84,43.87,29.02,62.97,27.08,48.53,23.58,19.53,32.9,17.77,21.73,42.3,53.93,55.81,45.15,31.25,24.44,44.94,51.69
Tmem165,28.16,20.45,29.14,24.72,18.4,26.9,16.16,23.39,19.64,36.27,10.73,10.58,31.15,17.94,12.62,7.84,20.54,14.89,12.99,4.62,6.2,2.58,3.54,8.09
Tmem167,26,19.08,23.16,21.15,12.99,17.56,10,19.33,23.41,16.69,25.05,14.67,9.75,15.46,49.69,33.46,34.22,16.29,16.59,27.3,19.96,17.61,21.37,25.36
Tmem167b,13.45,17.99,11.82,14.7,19.39,26.6,19.05,14.06,18.18,33.09,17.15,24.94,17.39,23.38,42.26,55.52,30.4,47.97,57.52,41.39,49.26,51.9,47.55,45.61
Tmem168,7.07,3.79,10.07,10.15,14.43,17.64,15.07,23.46,15.11,19.04,25,7.76,10.3,18.8,50.23,31.82,55.45,14.62,7.26,14.23,13.05,9.94,14.16,12.67
Tmem170,1.73,1.58,2.22,5.5,7.72,5.68,4.37,1.82,2,4.09,4.54,2.83,0.56,5.54,2.03,0.34,0.22,1.27,1.42,0.66,0.81,0.13,1.18,0.34
Tmem170b,7.81,10.31,8.74,3.45,6.67,6.36,6.8,4.53,7.43,12.64,7.2,3.67,8.12,4.06,32.53,26.5,15.09,14.21,16.48,18.68,18.33,13.83,17.78,18.02
Tmem175,5.33,8.08,14.75,5.68,18.22,8.73,5.34,12.6,39.49,11.56,12.67,2.32,5.99,4.74,9.26,3.51,3.46,5.87,13.47,13.04,13.37,10.9,10.58,11.11
Tmem176a,10.66,6.84,7.91,0,0,0,0,0,0,1.54,21.14,0.82,0,0,4.33,4.97,4.01,1.31,3.51,14.77,15.18,0,28.21,2.58
Tmem176b,7,17.9,14.45,0,0.96,1.98,0,0,3.89,0.89,12.57,2.32,0,0,10.05,12.8,3.19,31.62,7.15,13.31,17.44,14.15,61.59,7.33
Tmem177,0.79,1.93,1.68,0,0.13,3.45,0.58,0,2.08,0,0.18,0.11,0,0,0.63,0.53,0.51,1.82,0,0.33,0.95,2.26,2.32,0.92
Tmem179b,216.85,193.41,175.61,249.24,261.07,189.54,204.31,228.08,216.5,182.92,241.76,213.64,237.57,157.01,172.83,146.51,161.2,181.55,178.76,142.35,172.89,142.01,200.47,178.29
Tmem18,9.5,7.71,6.13,2.38,7.35,6.88,2.65,4.85,1.89,5.46,13.91,0.86,1.08,0,4,4,3.75,3.78,0.52,3.29,0.15,0.86,2.12,6
Tmem181a,6.21,6.3,6.67,5.01,5.83,7.04,5.78,4.54,2.73,7.99,10.87,4.14,3.65,9.8,5.47,3.43,5.61,4.93,6.51,6.33,4.03,6.51,7.6,11.3
Tmem183a,26.59,23.17,13.59,14.6,27.78,16.96,39.13,8.52,44.96,21.41,38.09,50.95,35.22,31.58,82.6,52.25,63.58,79.02,40.67,36.89,50.45,35.95,43.87,43.15
Tmem184a,0.07,0,0.36,1.05,0.9,1.9,0.88,0.13,0,0.3,1.27,1.22,0.73,0.32,0.38,0,1.18,0.5,0.35,2.54,1.95,1.82,0.35,1.59
Tmem184b,9.33,10.59,11.94,35.99,38.3,32.38,30.6,25.32,37.91,36.62,34.83,24.72,13.57,14.5,9.49,22.05,13.08,24.43,30.51,30.68,24.05,24.12,27.07,19.66
Tmem184c,3.02,4.41,4.38,7.24,10.61,3.6,8.52,2.3,6.72,2.55,4.22,4.11,1.37,0.54,3.21,4.6,1.94,14.64,0.58,1.99,7.28,10.08,7.28,9.44
Tmem185a,10.15,7.33,7.74,2.18,3.15,4.88,2.81,10.87,5.72,7.25,1.57,0,0,1.2,16.32,15.04,8.13,10.39,0.91,9.13,10.41,10.36,7.34,7.47
Tmem185b,16.82,15.7,18.55,11.95,17.86,18.33,25.24,29.62,19.16,16.82,22.87,5.69,9.58,9.72,37.3,33.54,41.18,41.68,27.21,28.32,42.89,40.11,33.73,42.89
Tmem186,3.29,2.13,3.02,0.08,3.31,0.73,0,1.37,0,1.18,0.72,0,0,0,5.06,6.16,0.25,0.98,1.79,1.42,5.73,5.77,3.88,1.3
Tmem189,16.34,18.81,18.38,32.23,30.75,34.05,29.33,38.54,28.49,34.86,50.99,112.75,112.71,115.1,94.8,176.02,215.33,159.23,133.06,143.15,71.89,71.63,38.41,47.36
Tmem19,13.16,20.52,10.81,9.84,13.81,11.28,16.01,23.15,31.03,28.4,14,4.42,7.6,3.29,11.7,8.96,11.78,8.93,3.67,4.42,14.18,4.86,15.28,15.12
Tmem191c,4.86,3.93,6.69,0.95,9.81,7.89,3.23,3.29,11.34,16.2,5.33,1.39,0.43,0,1.1,3.82,0,7.83,0,0,17.09,4.61,24.53,15.27
Tmem192,13.28,22.26,15.12,11.44,19.54,24.94,4.63,13.61,21.55,13,13.24,24.22,20.74,5.85,29.94,18.05,27.43,3.72,12.87,15.92,16.21,20.38,23.22,33.85
Tmem199,13.74,17.42,17.63,6.08,8.33,5.83,14.82,13.88,4.78,4,7.33,0,4.63,0.9,24.97,20.4,25,8.16,15.28,4.11,17.1,15.65,14.33,26.44
Tmem201,1.47,2.59,3.44,0.14,0,2.23,0,0.73,0.25,0,0.67,0.64,0.5,0.47,0.7,0.12,1.88,1.8,0.68,2.18,0.97,0.14,1.82,2.72
Tmem203,15.49,10.77,11.84,9.25,11.09,23.89,22.74,8.21,23.1,12.66,23.17,10.92,3.05,9.42,6.12,5.03,9.17,5.57,3.31,5.86,13.53,7.51,18.58,11.81
Tmem205,26.51,33.04,25.54,0,0.73,0,2.68,2.52,5.35,4.25,0,3.77,4.12,1.64,0.67,0,0,1.4,10.4,1.7,2.22,0.8,3.66,0
Tmem208,106.36,110.78,150.7,119.28,110.15,148.26,98.82,140.66,140.43,131.73,132.74,72.85,82.57,75.84,127.11,121.54,120.72,88.55,84.91,109.89,72.61,72.05,65.55,94
Tmem209,8.99,8.35,9.59,6.23,7.97,7.18,7.13,2.43,3.11,2.75,9.69,2.96,2.93,1.97,12.67,10.51,7.26,5.24,11.02,16.53,18.98,15.52,11.21,10.14
Tmem214,7.6,14.73,11.09,6.76,5.15,3.6,7.87,5.68,10.37,4.62,9.46,3.1,0.84,0.52,18.23,18.74,5.35,21.31,11.71,10.46,4.87,6.77,15.6,6.23
Tmem215,1.49,2,2.27,0.12,0,0,0.54,5.02,0,0,0,0,0.07,0,0,2.25,2.72,0.11,0,0.23,1.88,0.1,0,0
Tmem216,134.37,109.96,136.43,15.48,1.71,19.95,20,34.53,13.3,26.64,22.14,10.27,6.57,6.44,5.71,6.37,3.42,17.23,11.06,9.1,14.86,6.22,12.75,24.28
Tmem219,66.28,81.9,75.31,100.04,110.74,110.78,88.7,130.99,111.79,103.9,138.18,105.18,100.87,129.8,58.33,61.02,77.31,58.82,60.15,73.79,90.99,80.88,99.43,110.18
